Category;Order Date;Segment;Sales Target
Office Supplies;2019-11-19;Corporate;105 
Technology;2019-11-19;Home Office;67 
Office Supplies;2019-11-19;Consumer;64 
Office Supplies;2019-11-20;Consumer;447 
Technology;2019-11-20;Consumer;76 
Office Supplies;2019-11-20;Corporate;54 
Office Supplies;2019-11-20;Home Office;35 
Furniture;2019-11-20;Corporate;28 
Furniture;2019-11-20;Consumer;2 
Technology;2019-11-21;Consumer;1096 
Furniture;2019-11-21;Corporate;634 
Office Supplies;2019-11-21;Corporate;383 
Technology;2019-11-21;Corporate;344 
Technology;2019-11-21;Home Office;225 
Office Supplies;2019-11-21;Consumer;151 
Furniture;2019-11-21;Home Office;80 
Office Supplies;2019-11-21;Home Office;36 
Technology;2019-11-22;Corporate;393 
Furniture;2019-11-22;Consumer;385 
Furniture;2019-11-22;Home Office;104 
Technology;2019-11-22;Consumer;104 
Office Supplies;2019-11-22;Consumer;74 
Office Supplies;2019-11-22;Corporate;63 
Office Supplies;2019-11-23;Home Office;126 
Office Supplies;2019-11-23;Consumer;81 
Furniture;2019-11-23;Corporate;43 
Office Supplies;2019-11-23;Corporate;32 
Technology;2019-11-23;Consumer;22 
Furniture;2019-11-24;Corporate;86 
Office Supplies;2019-11-24;Corporate;16 
Furniture;2019-11-25;Corporate;1911 
Office Supplies;2019-11-25;Consumer;1287 
Technology;2019-11-25;Corporate;1171 
Technology;2019-11-25;Consumer;1161 
Furniture;2019-11-25;Home Office;428 
Technology;2019-11-25;Home Office;163 
Office Supplies;2019-11-25;Home Office;120 
Technology;2019-11-26;Consumer;4343 
Furniture;2019-11-26;Corporate;1631 
Office Supplies;2019-11-26;Corporate;581 
Office Supplies;2019-11-26;Consumer;535 
Technology;2019-11-26;Corporate;451 
Furniture;2019-11-26;Consumer;177 
Office Supplies;2019-11-26;Home Office;5 
Furniture;2019-11-27;Consumer;4242 
Technology;2019-11-27;Corporate;2584 
Technology;2019-11-27;Consumer;515 
Furniture;2019-11-27;Corporate;344 
Office Supplies;2019-11-27;Consumer;213 
Office Supplies;2019-11-27;Corporate;187 
Technology;2019-11-27;Home Office;65 
Office Supplies;2019-11-27;Home Office;18 
Office Supplies;2019-11-28;Corporate;442 
Technology;2019-11-28;Consumer;381 
Office Supplies;2019-11-28;Consumer;339 
Furniture;2019-11-28;Consumer;295 
Technology;2019-11-28;Corporate;88 
Furniture;2019-11-28;Corporate;32 
Office Supplies;2019-11-29;Corporate;2326 
Furniture;2019-11-29;Corporate;515 
Technology;2019-11-29;Corporate;451 
Office Supplies;2019-11-29;Consumer;8 
Furniture;2019-11-30;Home Office;264 
Technology;2019-11-30;Corporate;53 
Office Supplies;2019-12-01;Consumer;479 
Furniture;2019-12-01;Consumer;343 
Technology;2019-12-01;Consumer;36 
Office Supplies;2019-12-02;Corporate;2342 
Furniture;2019-12-02;Consumer;1557 
Technology;2019-12-02;Consumer;1300 
Office Supplies;2019-12-02;Home Office;1030 
Office Supplies;2019-12-02;Consumer;999 
Furniture;2019-12-02;Home Office;28 
Office Supplies;2019-12-03;Home Office;2079 
Furniture;2019-12-03;Corporate;765 
Office Supplies;2019-12-03;Consumer;666 
Technology;2019-12-03;Home Office;535 
Office Supplies;2019-12-03;Corporate;349 
Technology;2019-12-03;Corporate;172 
Furniture;2019-12-03;Home Office;76 
Furniture;2019-12-04;Consumer;2184 
Technology;2019-12-04;Consumer;1782 
Office Supplies;2019-12-04;Consumer;1287 
Office Supplies;2019-12-05;Consumer;550 
Office Supplies;2019-12-05;Corporate;217 
Furniture;2019-12-05;Consumer;123 
Technology;2019-12-05;Consumer;73 
Furniture;2019-12-06;Corporate;1842 
Office Supplies;2019-12-06;Consumer;1283 
Technology;2019-12-06;Consumer;679 
Technology;2019-12-06;Corporate;454 
Office Supplies;2019-12-06;Corporate;316 
Furniture;2019-12-06;Consumer;188 
Office Supplies;2019-12-06;Home Office;38 
Office Supplies;2019-12-07;Corporate;1138 
Office Supplies;2019-12-07;Consumer;540 
Technology;2019-12-07;Consumer;536 
Technology;2019-12-07;Home Office;495 
Technology;2019-12-07;Corporate;470 
Office Supplies;2019-12-07;Home Office;427 
Furniture;2019-12-09;Corporate;1467 
Furniture;2019-12-09;Consumer;1184 
Technology;2019-12-09;Corporate;1067 
Technology;2019-12-09;Consumer;354 
Office Supplies;2019-12-09;Consumer;336 
Office Supplies;2019-12-09;Corporate;51 
Office Supplies;2019-12-09;Home Office;25 
Furniture;2019-12-10;Consumer;1152 
Office Supplies;2019-12-10;Corporate;368 
Office Supplies;2019-12-10;Consumer;178 
Technology;2019-12-10;Consumer;123 
Furniture;2019-12-10;Corporate;74 
Technology;2019-12-10;Corporate;19 
Office Supplies;2019-12-11;Consumer;1625 
Furniture;2019-12-11;Consumer;1554 
Office Supplies;2019-12-11;Home Office;87 
Office Supplies;2019-12-11;Corporate;64 
Technology;2019-12-11;Consumer;42 
Technology;2019-12-12;Corporate;1401 
Furniture;2019-12-12;Consumer;1369 
Furniture;2019-12-12;Corporate;858 
Office Supplies;2019-12-12;Consumer;798 
Office Supplies;2019-12-12;Corporate;610 
Technology;2019-12-12;Consumer;503 
Furniture;2019-12-12;Home Office;388 
Technology;2019-12-13;Home Office;632 
Furniture;2019-12-13;Consumer;376 
Technology;2019-12-13;Corporate;330 
Technology;2019-12-13;Consumer;235 
Office Supplies;2019-12-13;Consumer;92 
Office Supplies;2019-12-13;Corporate;66 
Furniture;2019-12-13;Corporate;56 
Office Supplies;2019-12-13;Home Office;42 
Furniture;2019-12-13;Home Office;30 
Furniture;2019-12-14;Corporate;1047 
Technology;2019-12-14;Corporate;59 
Office Supplies;2019-12-14;Consumer;9 
Office Supplies;2019-12-14;Corporate;5 
Furniture;2019-12-15;Consumer;477 
Office Supplies;2019-12-15;Corporate;142 
Furniture;2019-12-15;Corporate;81 
Office Supplies;2019-12-15;Consumer;78 
Furniture;2019-12-16;Corporate;1636 
Furniture;2019-12-16;Home Office;485 
Office Supplies;2019-12-16;Corporate;273 
Office Supplies;2019-12-16;Home Office;107 
Furniture;2019-12-16;Consumer;16 
Office Supplies;2019-12-16;Consumer;2 
Furniture;2019-12-17;Consumer;508 
Office Supplies;2019-12-17;Consumer;37 
Technology;2019-12-17;Home Office;20 
Office Supplies;2019-12-17;Corporate;3 
Office Supplies;2019-12-18;Consumer;10783 
Furniture;2019-12-18;Consumer;1983 
Technology;2019-12-18;Corporate;181 
Office Supplies;2019-12-18;Corporate;74 
Office Supplies;2019-12-18;Home Office;40 
Office Supplies;2019-12-19;Corporate;4128 
Office Supplies;2019-12-19;Home Office;952 
Furniture;2019-12-19;Home Office;894 
Technology;2019-12-19;Consumer;803 
Furniture;2019-12-19;Corporate;188 
Technology;2019-12-19;Home Office;154 
Technology;2019-12-19;Corporate;62 
Furniture;2019-12-19;Consumer;40 
Furniture;2019-12-20;Corporate;483 
Furniture;2019-12-20;Consumer;310 
Office Supplies;2019-12-20;Corporate;60 
Technology;2019-12-21;Consumer;63 
Office Supplies;2019-12-21;Consumer;34 
Furniture;2019-12-21;Home Office;17 
Office Supplies;2019-12-21;Home Office;14 
Furniture;2019-12-23;Consumer;947 
Office Supplies;2019-12-23;Consumer;61 
Office Supplies;2019-12-23;Home Office;54 
Technology;2019-12-23;Home Office;12 
Technology;2019-12-24;Corporate;3132 
Office Supplies;2019-12-24;Corporate;1718 
Technology;2019-12-24;Home Office;1545 
Furniture;2019-12-24;Consumer;833 
Furniture;2019-12-24;Corporate;138 
Office Supplies;2019-12-24;Home Office;8 
Office Supplies;2019-12-24;Consumer;5 
Furniture;2019-12-25;Consumer;793 
Office Supplies;2019-12-25;Home Office;574 
Technology;2019-12-25;Home Office;245 
Technology;2019-12-25;Corporate;186 
Office Supplies;2019-12-25;Consumer;39 
Office Supplies;2019-12-25;Corporate;35 
Furniture;2019-12-26;Consumer;5727 
Technology;2019-12-26;Corporate;2986 
Furniture;2019-12-26;Corporate;1194 
Technology;2019-12-26;Consumer;356 
Office Supplies;2019-12-26;Consumer;176 
Office Supplies;2019-12-26;Corporate;47 
Furniture;2019-12-27;Corporate;1174 
Technology;2019-12-27;Corporate;287 
Office Supplies;2019-12-27;Corporate;112 
Technology;2019-12-27;Consumer;86 
Office Supplies;2019-12-27;Consumer;41 
Furniture;2019-12-28;Corporate;761 
Office Supplies;2019-12-28;Home Office;39 
Technology;2019-12-28;Consumer;35 
Office Supplies;2019-12-28;Consumer;32 
Furniture;2019-12-30;Consumer;776 
Office Supplies;2019-12-30;Consumer;318 
Office Supplies;2019-12-30;Home Office;65 
Office Supplies;2019-12-30;Corporate;38 
Office Supplies;2019-12-31;Home Office;522 
Furniture;2019-12-31;Consumer;184 
Office Supplies;2019-12-31;Consumer;101 
Office Supplies;2019-12-31;Corporate;21 
Technology;2020-01-01;Consumer;333 
Office Supplies;2020-01-01;Consumer;247 
Office Supplies;2020-01-01;Corporate;145 
Furniture;2020-01-02;Consumer;907 
Office Supplies;2020-01-02;Consumer;543 
Office Supplies;2020-01-02;Home Office;3 
Furniture;2020-01-03;Consumer;959 
Technology;2020-01-03;Corporate;627 
Office Supplies;2020-01-03;Consumer;442 
Office Supplies;2020-01-03;Corporate;42 
Office Supplies;2020-01-04;Consumer;2091 
Office Supplies;2020-01-07;Home Office;31 
Technology;2020-01-08;Corporate;3366 
Office Supplies;2020-01-08;Consumer;305 
Furniture;2020-01-09;Corporate;982 
Office Supplies;2020-01-10;Consumer;285 
Office Supplies;2020-01-13;Corporate;671 
Office Supplies;2020-01-13;Home Office;43 
Furniture;2020-01-13;Home Office;38 
Office Supplies;2020-01-14;Corporate;3922 
Furniture;2020-01-14;Corporate;202 
Office Supplies;2020-01-15;Consumer;230 
Technology;2020-01-15;Home Office;216 
Office Supplies;2020-01-15;Corporate;167 
Technology;2020-01-15;Corporate;164 
Technology;2020-01-15;Consumer;110 
Office Supplies;2020-01-15;Home Office;105 
Furniture;2020-01-15;Home Office;18 
Office Supplies;2020-01-16;Consumer;2209 
Technology;2020-01-16;Consumer;111 
Office Supplies;2020-01-16;Home Office;22 
Office Supplies;2020-01-17;Consumer;5555 
Furniture;2020-01-17;Corporate;423 
Furniture;2020-01-17;Consumer;315 
Furniture;2020-01-20;Consumer;846 
Office Supplies;2020-01-20;Consumer;632 
Technology;2020-01-20;Consumer;468 
Technology;2020-01-21;Consumer;453 
Furniture;2020-01-21;Corporate;189 
Office Supplies;2020-01-21;Consumer;35 
Technology;2020-01-22;Home Office;1184 
Office Supplies;2020-01-22;Home Office;939 
Office Supplies;2020-01-22;Consumer;252 
Furniture;2020-01-22;Home Office;80 
Technology;2020-01-23;Home Office;2580 
Office Supplies;2020-01-23;Home Office;1308 
Office Supplies;2020-01-23;Corporate;21 
Furniture;2020-01-24;Corporate;190 
Technology;2020-01-24;Home Office;83 
Technology;2020-01-24;Corporate;81 
Office Supplies;2020-01-24;Corporate;48 
Office Supplies;2020-01-24;Home Office;4 
Office Supplies;2020-01-25;Corporate;260 
Technology;2020-01-25;Corporate;102 
Office Supplies;2020-01-25;Consumer;5 
Technology;2020-01-27;Consumer;2852 
Furniture;2020-01-27;Consumer;63 
Office Supplies;2020-01-27;Consumer;28 
Office Supplies;2020-01-27;Corporate;22 
Technology;2020-01-28;Consumer;286 
Office Supplies;2020-01-28;Consumer;13 
Technology;2020-01-29;Home Office;697 
Office Supplies;2020-01-29;Consumer;249 
Furniture;2020-01-29;Home Office;42 
Office Supplies;2020-01-30;Consumer;291 
Furniture;2020-01-30;Consumer;14 
Technology;2020-01-31;Consumer;1923 
Technology;2020-01-31;Home Office;629 
Furniture;2020-01-31;Consumer;425 
Technology;2020-01-31;Corporate;182 
Office Supplies;2020-01-31;Consumer;179 
Furniture;2020-01-31;Home Office;107 
Office Supplies;2020-01-31;Corporate;90 
Furniture;2020-01-31;Corporate;33 
Office Supplies;2020-01-31;Home Office;19 
Technology;2020-02-03;Corporate;309 
Furniture;2020-02-03;Corporate;217 
Office Supplies;2020-02-03;Consumer;165 
Office Supplies;2020-02-03;Corporate;111 
Furniture;2020-02-03;Consumer;78 
Office Supplies;2020-02-04;Home Office;436 
Office Supplies;2020-02-04;Consumer;348 
Furniture;2020-02-04;Home Office;19 
Office Supplies;2020-02-05;Consumer;30 
Office Supplies;2020-02-06;Corporate;1641 
Technology;2020-02-06;Corporate;371 
Office Supplies;2020-02-06;Consumer;254 
Furniture;2020-02-07;Consumer;553 
Technology;2020-02-07;Corporate;207 
Office Supplies;2020-02-07;Corporate;40 
Office Supplies;2020-02-07;Home Office;33 
Office Supplies;2020-02-10;Consumer;664 
Technology;2020-02-10;Consumer;110 
Furniture;2020-02-10;Corporate;20 
Furniture;2020-02-10;Consumer;4 
Furniture;2020-02-11;Home Office;177 
Office Supplies;2020-02-11;Consumer;24 
Furniture;2020-02-12;Corporate;1040 
Furniture;2020-02-12;Consumer;148 
Technology;2020-02-12;Corporate;89 
Office Supplies;2020-02-12;Corporate;39 
Technology;2020-02-14;Consumer;864 
Office Supplies;2020-02-14;Consumer;126 
Furniture;2020-02-14;Consumer;110 
Office Supplies;2020-02-14;Corporate;19 
Furniture;2020-02-17;Consumer;554 
Office Supplies;2020-02-17;Corporate;493 
Office Supplies;2020-02-17;Consumer;125 
Technology;2020-02-17;Corporate;16 
Furniture;2020-02-18;Home Office;1995 
Technology;2020-02-18;Home Office;608 
Office Supplies;2020-02-18;Home Office;367 
Technology;2020-02-18;Consumer;28 
Technology;2020-02-19;Corporate;305 
Office Supplies;2020-02-19;Corporate;11 
Office Supplies;2020-02-20;Corporate;1121 
Furniture;2020-02-20;Home Office;49 
Office Supplies;2020-02-20;Home Office;14 
Office Supplies;2020-02-20;Consumer;11 
Furniture;2020-02-21;Home Office;392 
Technology;2020-02-21;Home Office;322 
Technology;2020-02-21;Corporate;225 
Office Supplies;2020-02-21;Home Office;81 
Furniture;2020-02-21;Corporate;24 
Office Supplies;2020-02-21;Corporate;9 
Technology;2020-02-22;Consumer;44 
Technology;2020-02-24;Corporate;62 
Office Supplies;2020-02-24;Consumer;40 
Office Supplies;2020-02-24;Corporate;7 
Technology;2020-02-25;Corporate;1148 
Office Supplies;2020-02-25;Corporate;115 
Office Supplies;2020-02-25;Consumer;4 
Furniture;2020-02-26;Consumer;463 
Office Supplies;2020-02-26;Consumer;2 
Furniture;2020-02-27;Home Office;857 
Technology;2020-02-27;Home Office;854 
Office Supplies;2020-02-27;Consumer;328 
Office Supplies;2020-02-27;Home Office;289 
Technology;2020-02-27;Consumer;251 
Furniture;2020-02-27;Consumer;96 
Office Supplies;2020-03-01;Consumer;15 
Technology;2020-03-03;Corporate;650 
Furniture;2020-03-03;Corporate;482 
Office Supplies;2020-03-03;Corporate;291 
Office Supplies;2020-03-03;Consumer;17 
Technology;2020-03-04;Consumer;1115 
Furniture;2020-03-04;Corporate;436 
Furniture;2020-03-04;Consumer;376 
Office Supplies;2020-03-04;Consumer;94 
Furniture;2020-03-05;Home Office;113 
Office Supplies;2020-03-05;Consumer;91 
Office Supplies;2020-03-05;Corporate;22 
Office Supplies;2020-03-05;Home Office;11 
Office Supplies;2020-03-06;Corporate;528 
Office Supplies;2020-03-06;Consumer;417 
Technology;2020-03-06;Corporate;312 
Office Supplies;2020-03-07;Home Office;358 
Technology;2020-03-07;Home Office;192 
Office Supplies;2020-03-07;Consumer;91 
Furniture;2020-03-07;Consumer;75 
Office Supplies;2020-03-07;Corporate;63 
Office Supplies;2020-03-08;Consumer;105 
Technology;2020-03-08;Home Office;43 
Office Supplies;2020-03-09;Corporate;722 
Office Supplies;2020-03-09;Consumer;152 
Technology;2020-03-10;Consumer;432 
Technology;2020-03-10;Corporate;216 
Office Supplies;2020-03-10;Consumer;26 
Furniture;2020-03-11;Consumer;868 
Technology;2020-03-11;Corporate;100 
Office Supplies;2020-03-11;Corporate;60 
Furniture;2020-03-11;Home Office;51 
Technology;2020-03-11;Consumer;50 
Technology;2020-03-11;Home Office;40 
Office Supplies;2020-03-11;Home Office;5 
Office Supplies;2020-03-12;Consumer;941 
Technology;2020-03-12;Home Office;832 
Furniture;2020-03-12;Home Office;163 
Office Supplies;2020-03-12;Home Office;54 
Office Supplies;2020-03-13;Corporate;250 
Technology;2020-03-13;Corporate;62 
Office Supplies;2020-03-13;Consumer;38 
Office Supplies;2020-03-14;Consumer;2172 
Technology;2020-03-14;Home Office;1326 
Office Supplies;2020-03-14;Home Office;739 
Technology;2020-03-14;Consumer;267 
Furniture;2020-03-14;Home Office;92 
Technology;2020-03-14;Corporate;9 
Technology;2020-03-15;Corporate;44 
Technology;2020-03-17;Home Office;1172 
Office Supplies;2020-03-17;Corporate;563 
Technology;2020-03-17;Consumer;176 
Office Supplies;2020-03-17;Consumer;52 
Furniture;2020-03-17;Consumer;51 
Office Supplies;2020-03-17;Home Office;47 
Technology;2020-03-18;Consumer;243 
Office Supplies;2020-03-18;Consumer;234 
Office Supplies;2020-03-18;Home Office;26 
Technology;2020-03-19;Consumer;503 
Office Supplies;2020-03-19;Consumer;217 
Office Supplies;2020-03-19;Corporate;108 
Furniture;2020-03-19;Consumer;71 
Technology;2020-03-20;Consumer;1005 
Furniture;2020-03-20;Consumer;757 
Office Supplies;2020-03-20;Corporate;359 
Office Supplies;2020-03-20;Consumer;60 
Office Supplies;2020-03-20;Home Office;29 
Office Supplies;2020-03-21;Consumer;353 
Technology;2020-03-21;Corporate;285 
Technology;2020-03-21;Consumer;238 
Furniture;2020-03-21;Consumer;3 
Furniture;2020-03-22;Consumer;1824 
Office Supplies;2020-03-22;Consumer;965 
Office Supplies;2020-03-22;Home Office;363 
Office Supplies;2020-03-22;Corporate;57 
Furniture;2020-03-22;Home Office;19 
Technology;2020-03-24;Consumer;14700 
Office Supplies;2020-03-24;Corporate;361 
Office Supplies;2020-03-24;Consumer;231 
Furniture;2020-03-24;Home Office;222 
Office Supplies;2020-03-24;Home Office;36 
Technology;2020-03-25;Corporate;446 
Office Supplies;2020-03-25;Corporate;304 
Furniture;2020-03-25;Consumer;258 
Furniture;2020-03-25;Corporate;214 
Furniture;2020-03-26;Corporate;1987 
Technology;2020-03-26;Consumer;1115 
Office Supplies;2020-03-26;Consumer;400 
Office Supplies;2020-03-26;Corporate;22 
Technology;2020-03-27;Corporate;2620 
Furniture;2020-03-27;Consumer;276 
Office Supplies;2020-03-27;Corporate;213 
Technology;2020-03-27;Consumer;119 
Furniture;2020-03-27;Corporate;67 
Technology;2020-03-27;Home Office;48 
Office Supplies;2020-03-27;Home Office;21 
Furniture;2020-03-28;Consumer;2164 
Office Supplies;2020-03-28;Consumer;343 
Technology;2020-03-28;Consumer;236 
Office Supplies;2020-03-28;Home Office;172 
Office Supplies;2020-03-29;Corporate;924 
Technology;2020-03-29;Corporate;463 
Furniture;2020-03-29;Corporate;47 
Office Supplies;2020-03-30;Consumer;81 
Office Supplies;2020-03-31;Consumer;368 
Technology;2020-03-31;Consumer;152 
Furniture;2020-03-31;Consumer;88 
Office Supplies;2020-03-31;Home Office;56 
Technology;2020-04-01;Corporate;2550 
